x,y,z,partition,partitionArray
-2.979636694109641,0.28320668373271995,0.000753896809342206,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 3, 6 => 7, 67 => 8, 45 => 9, 73 => 10, 64 => 11, 90 => 12, 4 => 13, 13 => 13, 54 => 14, 63 => 15, 86 => 3, 91 => 16, 62 => 14, 58 => 17, 52 => 18, 12 => 19, 28 => 19, 75 => 20, 23 => 21, 92 => 2, 41 => 9, 43 => 6, 11 => 22, 36 => 12, 68 => 23, 69 => 24, 98 => 25, 82 => 26, 85 => 27, 39 => 3, 84 => 28, 77 => 29, 7 => 30, 25 => 31, 95 => 32, 71 => 33, 66 => 9, 76 => 25, 34 => 28, 50 => 34, 59 => 22, 93 => 3, 2 => 14, 10 => 21, 18 => 31, 26 => 11, 27 => 35, 42 => 36, 87 => 29, 100 => 37, 79 => 38, 16 => 34, 20 => 39, 81 => 29, 19 => 12, 49 => 13, 44 => 40, 9 => 39, 31 => 41, 74 => 12, 61 => 42, 29 => 43, 94 => 1, 46 => 24, 57 => 44, 70 => 45, 21 => 29, 38 => 5, 88 => 46, 78 => 32, 72 => 47, 24 => 13, 8 => 48, 17 => 22, 37 => 18, 1 => 32, 53 => 39, 22 => 43, 47 => 17, 83 => 36, 99 => 21, 89 => 47, 14 => 22, 3 => 49, 80 => 12, 96 => 50, 51 => 40, 33 => 47, 40 => 38, 48 => 16, 15 => 17, 65 => 36, 97 => 36)","Vector{Any}[[5, 94], [56, 92], [35, 32, 86, 39, 93], [55], [60, 38], [30, 43], [6], [67], [45, 41, 66], [73], [64, 26], [90, 36, 19, 74, 80], [4, 13, 49, 24], [54, 62, 2], [63], [91, 48], [58, 47, 15], [52, 37], [12, 28], [75], [23, 10, 99], [11, 59, 17, 14], [68], [69, 46], [98, 76], [82], [85], [84, 34], [77, 87, 81, 21], [7], [25, 18], [95, 78, 1], [71], [50, 16], [27], [42, 83, 65, 97], [100], [79, 40], [20, 9, 53], [44, 51], [31], [61], [29, 22], [57], [70], [88], [72, 89, 33], [8], [3], [96]]"
-0.9634698931281269,-0.0669828857203084,0.0004967526131419509,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 7, 6 => 8, 67 => 7, 45 => 1, 73 => 9, 64 => 10, 90 => 11, 4 => 12, 13 => 13, 54 => 5, 63 => 5, 86 => 14, 91 => 15, 62 => 16, 58 => 17, 52 => 18, 12 => 19, 28 => 20, 75 => 7, 23 => 20, 92 => 21, 41 => 2, 43 => 19, 11 => 22, 36 => 23, 68 => 18, 69 => 24, 98 => 10, 82 => 25, 85 => 26, 39 => 1, 84 => 27, 77 => 28, 7 => 29, 25 => 6, 95 => 11, 71 => 30, 66 => 20, 76 => 31, 34 => 31, 50 => 16, 59 => 32, 93 => 5, 2 => 26, 10 => 33, 18 => 33, 26 => 3, 27 => 34, 42 => 35, 87 => 36, 100 => 37, 79 => 2, 16 => 33, 20 => 23, 81 => 38, 19 => 39, 49 => 40, 44 => 7, 9 => 41, 31 => 16, 74 => 42, 61 => 43, 29 => 44, 94 => 45, 46 => 46, 57 => 47, 70 => 13, 21 => 20, 38 => 41, 88 => 37, 78 => 44, 72 => 46, 24 => 30, 8 => 32, 17 => 36, 37 => 9, 1 => 44, 53 => 32, 22 => 46, 47 => 30, 83 => 18, 99 => 48, 89 => 49, 14 => 16, 3 => 14, 80 => 45, 96 => 21, 51 => 2, 33 => 32, 40 => 40, 48 => 27, 15 => 38, 65 => 33, 97 => 50)","Vector{Any}[[5, 45, 39], [56, 41, 79, 51], [35, 26], [55], [60, 54, 63, 93], [30, 25], [32, 67, 75, 44], [6], [73, 37], [64, 98], [90, 95], [4], [13, 70], [86, 3], [91], [62, 50, 31, 14], [58], [52, 68, 83], [12, 43], [28, 23, 66, 21], [92, 96], [11], [36, 20], [69], [82], [85, 2], [84, 48], [77], [7], [71, 24, 47], [76, 34], [59, 8, 53, 33], [10, 18, 16, 65], [27], [42], [87, 17], [100, 88], [81, 15], [19], [49, 40], [9, 38], [74], [61], [29, 78, 1], [94, 80], [46, 72, 22], [57], [99], [89], [97]]"
0.4597327594189889,0.8332041194558506,0.0005568566924288805,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 7, 6 => 8, 67 => 7, 45 => 9, 73 => 5, 64 => 10, 90 => 11, 4 => 12, 13 => 13, 54 => 14, 63 => 15, 86 => 16, 91 => 11, 62 => 17, 58 => 13, 52 => 18, 12 => 19, 28 => 20, 75 => 21, 23 => 22, 92 => 5, 41 => 23, 43 => 19, 11 => 24, 36 => 20, 68 => 25, 69 => 26, 98 => 3, 82 => 4, 85 => 27, 39 => 15, 84 => 28, 77 => 17, 7 => 2, 25 => 29, 95 => 30, 71 => 31, 66 => 32, 76 => 33, 34 => 34, 50 => 35, 59 => 36, 93 => 37, 2 => 13, 10 => 38, 18 => 39, 26 => 40, 27 => 41, 42 => 28, 87 => 24, 100 => 22, 79 => 42, 16 => 15, 20 => 39, 81 => 5, 19 => 23, 49 => 43, 44 => 18, 9 => 2, 31 => 21, 74 => 20, 61 => 22, 29 => 11, 94 => 20, 46 => 24, 57 => 18, 70 => 39, 21 => 44, 38 => 12, 88 => 34, 78 => 10, 72 => 45, 24 => 46, 8 => 11, 17 => 41, 37 => 47, 1 => 29, 53 => 23, 22 => 8, 47 => 48, 83 => 3, 99 => 11, 89 => 10, 14 => 45, 3 => 32, 80 => 30, 96 => 6, 51 => 9, 33 => 12, 40 => 37, 48 => 49, 15 => 50, 65 => 14, 97 => 43)","Vector{Any}[[5], [56, 7, 9], [35, 98, 83], [55, 82], [60, 73, 92, 81], [30, 96], [32, 67], [6, 22], [45, 51], [64, 78, 89], [90, 91, 29, 8, 99], [4, 38, 33], [13, 58, 2], [54, 65], [63, 39, 16], [86], [62, 77], [52, 44, 57], [12, 43], [28, 36, 74, 94], [75, 31], [23, 100, 61], [41, 19, 53], [11, 87, 46], [68], [69], [85], [84, 42], [25, 1], [95, 80], [71], [66, 3], [76], [34, 88], [50], [59], [93, 40], [10], [18, 20, 70], [26], [27, 17], [79], [49, 97], [21], [72, 14], [24], [37], [47], [48], [15]]"
-4.123545105371925,-0.642611184809946,0.0006072162838068743,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 2, 30 => 5, 32 => 6, 6 => 7, 67 => 8, 45 => 9, 73 => 10, 64 => 11, 90 => 12, 4 => 13, 13 => 10, 54 => 14, 63 => 5, 86 => 15, 91 => 11, 62 => 16, 58 => 17, 52 => 18, 12 => 19, 28 => 10, 75 => 20, 23 => 21, 92 => 22, 41 => 13, 43 => 23, 11 => 24, 36 => 25, 68 => 22, 69 => 26, 98 => 27, 82 => 19, 85 => 4, 39 => 28, 84 => 29, 77 => 30, 7 => 31, 25 => 32, 95 => 33, 71 => 34, 66 => 35, 76 => 4, 34 => 24, 50 => 7, 59 => 23, 93 => 18, 2 => 25, 10 => 7, 18 => 12, 26 => 23, 27 => 12, 42 => 17, 87 => 9, 100 => 36, 79 => 37, 16 => 6, 20 => 38, 81 => 12, 19 => 39, 49 => 40, 44 => 41, 9 => 23, 31 => 40, 74 => 42, 61 => 15, 29 => 32, 94 => 19, 46 => 43, 57 => 33, 70 => 24, 21 => 17, 38 => 5, 88 => 37, 78 => 34, 72 => 13, 24 => 6, 8 => 10, 17 => 31, 37 => 16, 1 => 44, 53 => 33, 22 => 12, 47 => 1, 83 => 15, 99 => 45, 89 => 46, 14 => 5, 3 => 47, 80 => 10, 96 => 48, 51 => 49, 33 => 17, 40 => 31, 48 => 10, 15 => 28, 65 => 50, 97 => 8)","Vector{Any}[[5, 47], [56, 60], [35], [55, 85, 76], [30, 63, 38, 14], [32, 16, 24], [6, 50, 10], [67, 97], [45, 87], [73, 13, 28, 8, 80, 48], [64, 91], [90, 18, 27, 81, 22], [4, 41, 72], [54], [86, 61, 83], [62, 37], [58, 42, 21, 33], [52, 93], [12, 82, 94], [75], [23], [92, 68], [43, 59, 26, 9], [11, 34, 70], [36, 2], [69], [98], [39, 15], [84], [77], [7, 17, 40], [25, 29], [95, 57, 53], [71, 78], [66], [100], [79, 88], [20], [19], [49, 31], [44], [74], [46], [1], [99], [89], [3], [96], [51], [65]]"
-3.9668287380413325,0.36596122940808173,0.000513887752312914,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 7, 6 => 8, 67 => 9, 45 => 9, 73 => 10, 64 => 11, 90 => 12, 4 => 13, 13 => 14, 54 => 15, 63 => 13, 86 => 16, 91 => 17, 62 => 18, 58 => 19, 52 => 20, 12 => 21, 28 => 9, 75 => 22, 23 => 22, 92 => 22, 41 => 23, 43 => 24, 11 => 22, 36 => 25, 68 => 26, 69 => 16, 98 => 27, 82 => 28, 85 => 29, 39 => 30, 84 => 31, 77 => 29, 7 => 12, 25 => 32, 95 => 13, 71 => 1, 66 => 21, 76 => 33, 34 => 34, 50 => 21, 59 => 35, 93 => 36, 2 => 37, 10 => 35, 18 => 23, 26 => 30, 27 => 38, 42 => 7, 87 => 18, 100 => 39, 79 => 40, 16 => 26, 20 => 16, 81 => 38, 19 => 41, 49 => 26, 44 => 19, 9 => 42, 31 => 5, 74 => 10, 61 => 24, 29 => 26, 94 => 4, 46 => 43, 57 => 18, 70 => 44, 21 => 35, 38 => 2, 88 => 45, 78 => 46, 72 => 34, 24 => 21, 8 => 22, 17 => 44, 37 => 21, 1 => 12, 53 => 45, 22 => 25, 47 => 25, 83 => 47, 99 => 48, 89 => 49, 14 => 24, 3 => 34, 80 => 22, 96 => 50, 51 => 44, 33 => 48, 40 => 36, 48 => 14, 15 => 18, 65 => 30, 97 => 34)","Vector{Any}[[5, 71], [56, 38], [35], [55, 94], [60, 31], [30], [32, 42], [6], [67, 45, 28], [73, 74], [64], [90, 7, 1], [4, 63, 95], [13, 48], [54], [86, 69, 20], [91], [62, 87, 57, 15], [58, 44], [52], [12, 66, 50, 24, 37], [75, 23, 92, 11, 8, 80], [41, 18], [43, 61, 14], [36, 22, 47], [68, 16, 49, 29], [98], [82], [85, 77], [39, 26, 65], [84], [25], [76], [34, 72, 3, 97], [59, 10, 21], [93, 40], [2], [27, 81], [100], [79], [19], [9], [46], [70, 17, 51], [88, 53], [78], [83], [99, 33], [89], [96]]"
0.5269621452320276,-0.05533020252031237,0.0008811211005623912,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 7, 6 => 8, 67 => 6, 45 => 9, 73 => 7, 64 => 10, 90 => 11, 4 => 3, 13 => 12, 54 => 13, 63 => 14, 86 => 15, 91 => 16, 62 => 14, 58 => 17, 52 => 2, 12 => 18, 28 => 19, 75 => 20, 23 => 21, 92 => 10, 41 => 18, 43 => 9, 11 => 19, 36 => 22, 68 => 23, 69 => 24, 98 => 25, 82 => 26, 85 => 27, 39 => 28, 84 => 29, 77 => 11, 7 => 29, 25 => 30, 95 => 31, 71 => 32, 66 => 33, 76 => 13, 34 => 11, 50 => 34, 59 => 35, 93 => 24, 2 => 21, 10 => 33, 18 => 4, 26 => 36, 27 => 37, 42 => 33, 87 => 1, 100 => 5, 79 => 38, 16 => 39, 20 => 39, 81 => 16, 19 => 40, 49 => 31, 44 => 19, 9 => 41, 31 => 38, 74 => 42, 61 => 8, 29 => 24, 94 => 8, 46 => 34, 57 => 43, 70 => 44, 21 => 45, 38 => 46, 88 => 16, 78 => 6, 72 => 17, 24 => 5, 8 => 32, 17 => 47, 37 => 8, 1 => 33, 53 => 45, 22 => 14, 47 => 20, 83 => 45, 99 => 48, 89 => 48, 14 => 5, 3 => 30, 80 => 8, 96 => 9, 51 => 35, 33 => 8, 40 => 31, 48 => 49, 15 => 50, 65 => 40, 97 => 37)","Vector{Any}[[5, 87], [56, 52], [35, 4], [55, 18], [60, 100, 24, 14], [30, 67, 78], [32, 73], [6, 61, 94, 37, 80, 33], [45, 43, 96], [64, 92], [90, 77, 34], [13], [54, 76], [63, 62, 22], [86], [91, 81, 88], [58, 72], [12, 41], [28, 11, 44], [75, 47], [23, 2], [36], [68], [69, 93, 29], [98], [82], [85], [39], [84, 7], [25, 3], [95, 49, 40], [71, 8], [66, 10, 42, 1], [50, 46], [59, 51], [26], [27, 97], [79, 31], [16, 20], [19, 65], [9], [74], [57], [70], [21, 53, 83], [38], [17], [99, 89], [48], [15]]"
-0.7177374570024223,-0.4393756187789306,0.000661782064513587,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 3, 60 => 4, 30 => 5, 32 => 6, 6 => 7, 67 => 8, 45 => 7, 73 => 9, 64 => 9, 90 => 10, 4 => 11, 13 => 12, 54 => 13, 63 => 14, 86 => 3, 91 => 15, 62 => 16, 58 => 17, 52 => 18, 12 => 19, 28 => 20, 75 => 21, 23 => 22, 92 => 23, 41 => 4, 43 => 24, 11 => 20, 36 => 25, 68 => 26, 69 => 20, 98 => 27, 82 => 27, 85 => 21, 39 => 28, 84 => 13, 77 => 19, 7 => 29, 25 => 30, 95 => 30, 71 => 4, 66 => 31, 76 => 32, 34 => 33, 50 => 34, 59 => 35, 93 => 36, 2 => 37, 10 => 17, 18 => 14, 26 => 30, 27 => 32, 42 => 33, 87 => 10, 100 => 13, 79 => 29, 16 => 35, 20 => 38, 81 => 12, 19 => 35, 49 => 39, 44 => 11, 9 => 40, 31 => 6, 74 => 29, 61 => 1, 29 => 41, 94 => 42, 46 => 43, 57 => 44, 70 => 45, 21 => 29, 38 => 45, 88 => 27, 78 => 46, 72 => 38, 24 => 27, 8 => 38, 17 => 36, 37 => 12, 1 => 28, 53 => 1, 22 => 38, 47 => 47, 83 => 31, 99 => 18, 89 => 10, 14 => 1, 3 => 19, 80 => 26, 96 => 30, 51 => 48, 33 => 26, 40 => 49, 48 => 40, 15 => 11, 65 => 50, 97 => 42)","Vector{Any}[[5, 61, 53, 14], [56], [35, 55, 86], [60, 41, 71], [30], [32, 31], [6, 45], [67], [73, 64], [90, 87, 89], [4, 44, 15], [13, 81, 37], [54, 84, 100], [63, 18], [91], [62], [58, 10], [52, 99], [12, 77, 3], [28, 11, 69], [75, 85], [23], [92], [43], [36], [68, 80, 33], [98, 82, 88, 24], [39, 1], [7, 79, 74, 21], [25, 95, 26, 96], [66, 83], [76, 27], [34, 42], [50], [59, 16, 19], [93, 17], [2], [20, 72, 8, 22], [49], [9, 48], [29], [94, 97], [46], [57], [70, 38], [78], [47], [51], [40], [65]]"
-1.010587541274255,0.19856996553892942,0.000537996238048103,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 7, 6 => 8, 67 => 9, 45 => 10, 73 => 11, 64 => 6, 90 => 12, 4 => 1, 13 => 13, 54 => 14, 63 => 5, 86 => 9, 91 => 15, 62 => 16, 58 => 17, 52 => 18, 12 => 19, 28 => 20, 75 => 12, 23 => 15, 92 => 19, 41 => 15, 43 => 21, 11 => 10, 36 => 22, 68 => 23, 69 => 24, 98 => 25, 82 => 26, 85 => 6, 39 => 27, 84 => 28, 77 => 29, 7 => 30, 25 => 6, 95 => 31, 71 => 27, 66 => 32, 76 => 21, 34 => 33, 50 => 6, 59 => 17, 93 => 11, 2 => 34, 10 => 9, 18 => 11, 26 => 16, 27 => 10, 42 => 1, 87 => 35, 100 => 35, 79 => 36, 16 => 2, 20 => 13, 81 => 17, 19 => 37, 49 => 38, 44 => 29, 9 => 36, 31 => 39, 74 => 40, 61 => 31, 29 => 41, 94 => 21, 46 => 37, 57 => 26, 70 => 42, 21 => 43, 38 => 42, 88 => 2, 78 => 23, 72 => 44, 24 => 14, 8 => 45, 17 => 10, 37 => 12, 1 => 16, 53 => 46, 22 => 47, 47 => 33, 83 => 47, 99 => 47, 89 => 48, 14 => 25, 3 => 40, 80 => 46, 96 => 34, 51 => 25, 33 => 35, 40 => 49, 48 => 46, 15 => 47, 65 => 9, 97 => 50)","Vector{Any}[[5, 4, 42], [56, 16, 88], [35], [55], [60, 63], [30, 64, 85, 25, 50], [32], [6], [67, 86, 10, 65], [45, 11, 27, 17], [73, 93, 18], [90, 75, 37], [13, 20], [54, 24], [91, 23, 41], [62, 26, 1], [58, 59, 81], [52], [12, 92], [28], [43, 76, 94], [36], [68, 78], [69], [98, 14, 51], [82, 57], [39, 71], [84], [77, 44], [7], [95, 61], [66], [34, 47], [2, 96], [87, 100, 33], [79, 9], [19, 46], [49], [31], [74, 3], [29], [70, 38], [21], [72], [8], [53, 80, 48], [22, 83, 99, 15], [89], [40], [97]]"
-0.31819026268198053,0.7972626912492691,0.0008024252910379579,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 7, 6 => 8, 67 => 9, 45 => 10, 73 => 11, 64 => 12, 90 => 13, 4 => 7, 13 => 14, 54 => 15, 63 => 16, 86 => 5, 91 => 17, 62 => 18, 58 => 19, 52 => 20, 12 => 21, 28 => 22, 75 => 23, 23 => 24, 92 => 25, 41 => 5, 43 => 15, 11 => 5, 36 => 17, 68 => 26, 69 => 14, 98 => 15, 82 => 10, 85 => 27, 39 => 28, 84 => 29, 77 => 19, 7 => 29, 25 => 30, 95 => 31, 71 => 32, 66 => 17, 76 => 1, 34 => 33, 50 => 23, 59 => 34, 93 => 32, 2 => 35, 10 => 36, 18 => 37, 26 => 38, 27 => 6, 42 => 2, 87 => 39, 100 => 40, 79 => 41, 16 => 29, 20 => 42, 81 => 40, 19 => 43, 49 => 18, 44 => 35, 9 => 44, 31 => 44, 74 => 39, 61 => 8, 29 => 1, 94 => 27, 46 => 45, 57 => 16, 70 => 6, 21 => 35, 38 => 27, 88 => 9, 78 => 20, 72 => 46, 24 => 37, 8 => 31, 17 => 15, 37 => 46, 1 => 42, 53 => 31, 22 => 27, 47 => 32, 83 => 9, 99 => 41, 89 => 47, 14 => 31, 3 => 48, 80 => 3, 96 => 37, 51 => 49, 33 => 50, 40 => 34, 48 => 20, 15 => 8, 65 => 24, 97 => 9)","Vector{Any}[[5, 76, 29], [56, 42], [35, 80], [55], [60, 86, 41, 11], [30, 27, 70], [32, 4], [6, 61, 15], [67, 88, 83, 97], [45, 82], [73], [64], [90], [13, 69], [54, 43, 98, 17], [63, 57], [91, 36, 66], [62, 49], [58, 77], [52, 78, 48], [12], [28], [75, 50], [23, 65], [92], [68], [85, 94, 38, 22], [39], [84, 7, 16], [25], [95, 8, 53, 14], [71, 93, 47], [34], [59, 40], [2, 44, 21], [10], [18, 24, 96], [26], [87, 74], [100, 81], [79, 99], [20, 1], [19], [9, 31], [46], [72, 37], [89], [3], [51], [33]]"
2.0708594906359212,-0.5183376711662586,0.0005881469296320511,"Dict{Integer, Integer}(5 => 1, 56 => 2, 35 => 3, 55 => 4, 60 => 5, 30 => 6, 32 => 7, 6 => 8, 67 => 4, 45 => 9, 73 => 10, 64 => 11, 90 => 12, 4 => 13, 13 => 12, 54 => 14, 63 => 15, 86 => 16, 91 => 17, 62 => 18, 58 => 16, 52 => 19, 12 => 20, 28 => 21, 75 => 22, 23 => 23, 92 => 4, 41 => 24, 43 => 25, 11 => 26, 36 => 16, 68 => 27, 69 => 28, 98 => 26, 82 => 29, 85 => 17, 39 => 15, 84 => 2, 77 => 30, 7 => 31, 25 => 5, 95 => 26, 71 => 27, 66 => 32, 76 => 30, 34 => 33, 50 => 1, 59 => 34, 93 => 35, 2 => 20, 10 => 36, 18 => 7, 26 => 37, 27 => 38, 42 => 6, 87 => 39, 100 => 17, 79 => 40, 16 => 18, 20 => 41, 81 => 42, 19 => 31, 49 => 40, 44 => 6, 9 => 15, 31 => 11, 74 => 29, 61 => 43, 29 => 44, 94 => 21, 46 => 36, 57 => 45, 70 => 30, 21 => 43, 38 => 46, 88 => 47, 78 => 15, 72 => 42, 24 => 20, 8 => 48, 17 => 19, 37 => 36, 1 => 1, 53 => 3, 22 => 25, 47 => 4, 83 => 33, 99 => 33, 89 => 25, 14 => 13, 3 => 24, 80 => 9, 96 => 48, 51 => 40, 33 => 49, 40 => 14, 48 => 11, 15 => 50, 65 => 29, 97 => 23)","Vector{Any}[[5, 50, 1], [56, 84], [35, 53], [55, 67, 92, 47], [60, 25], [30, 42, 44], [32, 18], [6], [45, 80], [73], [64, 31, 48], [90, 13], [4, 14], [54, 40], [63, 39, 9, 78], [86, 58, 36], [91, 85, 100], [62, 16], [52, 17], [12, 2, 24], [28, 94], [75], [23, 97], [41, 3], [43, 22, 89], [11, 98, 95], [68, 71], [69], [82, 74, 65], [77, 76, 70], [7, 19], [66], [34, 83, 99], [59], [93], [10, 46, 37], [26], [27], [87], [79, 49, 51], [20], [81, 72], [61, 21], [29], [57], [38], [88], [8, 96], [33], [15]]"
