x,y,z,partition
0.24459153611316364,0.4847021481132926,5.3371466826675835,"Dict{Integer, Integer}(5 => 5, 16 => 8, 20 => 8, 12 => 7, 24 => 6, 8 => 8, 17 => 9, 1 => 10, 19 => 1, 22 => 6, 23 => 6, 6 => 4, 11 => 3, 9 => 9, 14 => 4, 3 => 2, 7 => 8, 25 => 2, 4 => 4, 13 => 1, 15 => 1, 2 => 2, 10 => 2, 18 => 10, 21 => 1)"
0.5788789739544193,0.7792324998000681,19.067373821693675,"Dict{Integer, Integer}(5 => 7, 16 => 3, 20 => 1, 12 => 3, 24 => 8, 8 => 4, 17 => 1, 1 => 6, 19 => 3, 22 => 8, 23 => 5, 6 => 9, 11 => 1, 9 => 6, 14 => 8, 3 => 8, 7 => 8, 25 => 1, 4 => 4, 13 => 2, 15 => 9, 2 => 3, 10 => 10, 18 => 6, 21 => 2)"
-0.6944922039556831,-0.2501103590037019,0.8415929896100937,"Dict{Integer, Integer}(5 => 9, 16 => 5, 20 => 7, 12 => 2, 24 => 6, 8 => 3, 17 => 5, 1 => 6, 19 => 8, 22 => 3, 23 => 9, 6 => 8, 11 => 10, 9 => 9, 14 => 8, 3 => 5, 7 => 1, 25 => 9, 4 => 7, 13 => 5, 15 => 3, 2 => 4, 10 => 7, 18 => 3, 21 => 3)"
1.2471481885076594,0.6723636479596801,34.95352145475737,"Dict{Integer, Integer}(5 => 5, 16 => 3, 20 => 1, 12 => 9, 24 => 1, 8 => 9, 17 => 4, 1 => 6, 19 => 4, 22 => 10, 23 => 2, 6 => 8, 11 => 9, 9 => 8, 14 => 9, 3 => 6, 7 => 7, 25 => 1, 4 => 7, 13 => 5, 15 => 4, 2 => 8, 10 => 5, 18 => 3, 21 => 5)"
2.0883401196846965,-0.3274635365587138,0.3133868759530842,"Dict{Integer, Integer}(5 => 5, 16 => 6, 20 => 8, 12 => 4, 24 => 1, 8 => 9, 17 => 7, 1 => 3, 19 => 8, 22 => 6, 23 => 8, 6 => 4, 11 => 6, 9 => 1, 14 => 7, 3 => 10, 7 => 3, 25 => 1, 4 => 9, 13 => 8, 15 => 5, 2 => 10, 10 => 5, 18 => 3, 21 => 2)"
-1.6332718659328478,2.9093746365528417,0.10922750340231036,"Dict{Integer, Integer}(5 => 10, 16 => 2, 20 => 1, 12 => 4, 24 => 9, 8 => 3, 17 => 8, 1 => 5, 19 => 1, 22 => 7, 23 => 4, 6 => 8, 11 => 1, 9 => 3, 14 => 6, 3 => 7, 7 => 3, 25 => 2, 4 => 3, 13 => 8, 15 => 7, 2 => 8, 10 => 8, 18 => 3, 21 => 8)"
-0.07640575649025895,-0.39809409133849055,1.8682522061309315,"Dict{Integer, Integer}(5 => 10, 16 => 7, 20 => 7, 12 => 3, 24 => 4, 8 => 9, 17 => 9, 1 => 3, 19 => 9, 22 => 1, 23 => 5, 6 => 5, 11 => 3, 9 => 8, 14 => 10, 3 => 5, 7 => 2, 25 => 9, 4 => 3, 13 => 6, 15 => 6, 2 => 4, 10 => 7, 18 => 10, 21 => 7)"
-1.4703702739685527,-1.0898845043267544,0.03205352400638079,"Dict{Integer, Integer}(5 => 4, 16 => 1, 20 => 7, 12 => 6, 24 => 9, 8 => 5, 17 => 4, 1 => 4, 19 => 7, 22 => 6, 23 => 4, 6 => 6, 11 => 2, 9 => 6, 14 => 4, 3 => 10, 7 => 5, 25 => 9, 4 => 9, 13 => 8, 15 => 3, 2 => 7, 10 => 8, 18 => 5, 21 => 4)"
2.2718989077501592,-0.23215306097853536,27.972872107238565,"Dict{Integer, Integer}(5 => 3, 16 => 2, 20 => 4, 12 => 6, 24 => 7, 8 => 8, 17 => 9, 1 => 2, 19 => 5, 22 => 2, 23 => 9, 6 => 2, 11 => 7, 9 => 5, 14 => 7, 3 => 8, 7 => 8, 25 => 9, 4 => 10, 13 => 6, 15 => 3, 2 => 1, 10 => 6, 18 => 4, 21 => 1)"
-1.7078274811895944,-1.7204797761133102,11.232667859441326,"Dict{Integer, Integer}(5 => 10, 16 => 6, 20 => 5, 12 => 1, 24 => 9, 8 => 10, 17 => 10, 1 => 9, 19 => 8, 22 => 4, 23 => 10, 6 => 1, 11 => 2, 9 => 9, 14 => 9, 3 => 1, 7 => 8, 25 => 7, 4 => 1, 13 => 10, 15 => 5, 2 => 2, 10 => 9, 18 => 3, 21 => 5)"
